index,defense_action,text_snippet,top_contributing_features
541,quarantine,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,"txt (4.053999900817871), from (2.7809998989105225), msg (1.4579999446868896), stop (1.4229999780654907), call (-0.32499998807907104), me (0.16500000655651093), to (-0.16099999845027924), my (0.15000000596046448), now (-0.13699999451637268), free (-0.1080000028014183)"
564,quarantine,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,"call (3.763000011444092), claim (2.382999897003174), won (1.2269999980926514), to (0.9639999866485596), you (-0.5550000071525574), me (0.3449999988079071), that (-0.3089999854564667), are (-0.18199999630451202), my (0.16899999976158142), from (-0.13500000536441803)"
579,quarantine,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.","claim (2.878999948501587), won (1.152999997138977), mobile (1.097000002861023), to (0.8690000176429749), or (0.5009999871253967), call (-0.4819999933242798), on (0.39100000262260437), number (0.37599998712539673), your (-0.18799999356269836), me (0.1720000058412552)"
583,quarantine,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"call (3.0899999141693115), free (1.3029999732971191), now (0.8709999918937683), reply (0.753000020980835), new (0.5619999766349792), or (0.527999997138977), to (-0.4300000071525574), me (0.36500000953674316), for (0.3409999907016754), of (0.23600000143051147)"
591,quarantine,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","txt (4.27400016784668), win (2.9739999771118164), for (0.6980000138282776), ur (0.45500001311302185), call (-0.27300000190734863), to (-0.23800000548362732), your (-0.1589999943971634), now (-0.15700000524520874), me (0.14100000262260437), my (0.11900000274181366)"
592,quarantine,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,"call (4.197999954223633), to (0.7940000295639038), you (0.4560000002384186), me (0.35499998927116394), been (0.24300000071525574), apply (0.22300000488758087), cost (0.21400000154972076), your (-0.17800000309944153), my (0.17800000309944153), the (0.17499999701976776)"
593,quarantine,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,"call (4.072000026702881), your (1.9179999828338623), for (1.3609999418258667), me (0.36399999260902405), my (0.18299999833106995), now (-0.15299999713897705), you (0.1469999998807907), in (0.13199999928474426), from (-0.11500000208616257), txt (-0.11400000005960464)"
598,quarantine,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,"call (3.424999952316284), now (1.7719999551773071), service (1.5410000085830688), customer (0.6000000238418579), have (0.4269999861717224), me (0.3230000138282776), from (-0.16899999976158142), my (0.16599999368190765), your (-0.1289999932050705), txt (-0.11900000274181366)"
607,quarantine,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,"from (2.76200008392334), free (2.2079999446868896), with (1.1160000562667847), call (-0.48399999737739563), all (0.24699999392032623), txt (-0.18700000643730164), me (0.17499999701976776), my (0.14900000393390656), now (-0.1420000046491623), the (0.125)"
611,quarantine,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,"txt (3.861999988555908), stop (2.1549999713897705), send (1.3880000114440918), with (0.5669999718666077), get (0.5580000281333923), up (-0.4300000071525574), to (0.36500000953674316), for (0.3240000009536743), call (-0.2590000033378601), your (-0.1599999964237213)"
629,quarantine,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,"txt (3.869999885559082), chat (2.0250000953674316), free (1.2589999437332153), new (0.9869999885559082), in (-0.8159999847412109), or (0.777999997138977), to (0.5770000219345093), call (-0.2879999876022339), at (-0.20200000703334808), just (-0.1899999976158142)"
630,quarantine,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,"call (3.936000108718872), with (0.871999979019165), your (0.5820000171661377), to (-0.5580000281333923), number (0.37400001287460327), me (0.3400000035762787), for (-0.18700000643730164), my (0.1770000010728836), now (-0.15800000727176666), from (-0.1289999932050705)"
635,quarantine,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.","txt (3.390000104904175), claim (1.9509999752044678), stop (1.184000015258789), this (0.6349999904632568), your (0.49000000953674316), voucher (0.42100000381469727), go (-0.3100000023841858), apply (0.30399999022483826), call (-0.24500000476837158), at (-0.20800000429153442)"
648,quarantine,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,"call (4.072000026702881), your (1.9179999828338623), for (1.3609999418258667), me (0.36399999260902405), my (0.18299999833106995), now (-0.15299999713897705), you (0.1469999998807907), in (0.13199999928474426), from (-0.11500000208616257), txt (-0.11400000005960464)"
673,quarantine,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,"free (1.4290000200271606), reply (1.4199999570846558), ringtone (1.3270000219345093), stop (1.3009999990463257), send (1.215000033378601), out (1.0720000267028809), msg (0.9559999704360962), now (0.7900000214576721), this (0.4050000011920929), with (0.3959999978542328)"
690,quarantine,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,"call (3.4660000801086426), from (1.9220000505447388), message (1.7669999599456787), there (-0.3790000081062317), me (0.3479999899864197), as (-0.19099999964237213), my (0.18299999833106995), your (-0.16699999570846558), txt (-0.12700000405311584), now (-0.1080000028014183)"
710,quarantine,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,"call (3.561000108718872), now (1.3600000143051147), free (1.0779999494552612), to (0.6940000057220459), your (0.6729999780654907), me (0.37400001287460327), orange (0.3659999966621399), my (0.20800000429153442), and (0.12399999797344208), from (-0.12399999797344208)"
717,quarantine,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7.,"call (3.0739998817443848), won (1.218000054359436), this (0.8600000143051147), me (0.3070000112056732), have (0.25999999046325684), your (-0.20100000500679016), my (0.18000000715255737), is (0.1599999964237213), now (-0.14900000393390656), txt (-0.14000000059604645)"
719,quarantine,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,"call (3.4560000896453857), claim (1.9210000038146973), service (1.1139999628067017), won (1.065000057220459), to (0.7570000290870667), or (0.6399999856948853), you (0.5540000200271606), cash (0.5139999985694885), customer (0.4090000092983246), me (0.3659999966621399)"
738,quarantine,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,"txt (4.013000011444092), now (1.5160000324249268), new (1.1549999713897705), from (1.0740000009536743), mobile (1.0), to (0.9319999814033508), customer (0.5059999823570251), no (-0.4090000092983246), call (-0.32100000977516174), get (-0.2840000092983246)"
748,quarantine,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,"stop (2.3410000801086426), service (1.5049999952316284), send (1.4869999885559082), mobile (1.2450000047683716), for (0.5799999833106995), the (-0.4959999918937683), in (-0.45399999618530273), call (-0.3869999945163727), per (0.20999999344348907), you (0.1979999989271164)"
752,quarantine,You have an important customer service announcement from PREMIER.,"from (3.0179998874664307), service (1.5269999504089355), have (0.7839999794960022), customer (0.6399999856948853), call (-0.5699999928474426), you (-0.335999995470047), txt (-0.18700000643730164), me (0.16899999976158142), my (0.14000000059604645), the (0.11999999731779099)"
761,quarantine,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.","call (3.11299991607666), from (2.4660000801086426), next (0.9359999895095825), now (0.5009999871253967), me (0.3529999852180481), apply (0.19499999284744263), my (0.1809999942779541), txt (-0.13099999725818634), free (-0.10000000149011612), your (-0.0989999994635582)"
763,quarantine,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27Y,"call (3.6510000228881836), 500 (0.6940000057220459), now (0.44200000166893005), me (0.3190000057220459), is (0.3009999990463257), your (-0.1899999976158142), from (-0.16599999368190765), my (0.164000004529953), to (-0.15000000596046448), txt (-0.13899999856948853)"
766,quarantine,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,"txt (4.242000102996826), win (2.7279999256134033), to (0.9710000157356262), ur (0.3149999976158142), call (-0.2800000011920929), me (0.15199999511241913), from (-0.1469999998807907), now (-0.14100000262260437), your (-0.1379999965429306), my (0.13600000739097595)"
784,quarantine,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,"call (3.2750000953674316), from (1.9450000524520874), now (1.7339999675750732), service (1.4780000448226929), customer (0.5339999794960022), have (0.4259999990463257), me (0.3479999899864197), my (0.18000000715255737), txt (-0.11100000143051147), the (0.1080000028014183)"
788,quarantine,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),"txt (4.249000072479248), sms (2.815999984741211), mobile (1.2369999885559082), to (0.9409999847412109), good (-0.5149999856948853), with (0.3190000057220459), call (-0.2930000126361847), and (-0.2879999876022339), your (-0.19699999690055847), just (-0.16699999570846558)"
789,quarantine,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.","call (3.0290000438690186), text (2.2279999256134033), free (1.4559999704360962), to (0.7239999771118164), me (0.367000013589859), get (-0.32600000500679016), per (0.20999999344348907), tones (0.19499999284744263), just (-0.1899999976158142), your (-0.18799999356269836)"
797,quarantine,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa","call (3.0940001010894775), claim (1.7699999809265137), free (1.3509999513626099), out (1.3140000104904175), customer (0.5540000200271606), now (-0.37299999594688416), me (0.3529999852180481), for (0.3479999899864197), orange (0.29499998688697815), your (0.2930000126361847)"
801,quarantine,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","claim (2.184999942779541), text (2.1710000038146973), to (1.340999960899353), now (1.2869999408721924), ur (0.8870000243186951), mobile (0.7160000205039978), call (-0.3529999852180481), you (0.2619999945163727), me (0.24799999594688416), of (0.23399999737739563)"
803,quarantine,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/to,"txt (4.210000038146973), free (1.3980000019073486), to (0.7409999966621399), mobile (0.6140000224113464), get (0.5569999814033508), call (-0.2630000114440918), your (-0.17800000309944153), tone (0.16099999845027924), me (0.15600000321865082), my (0.14900000393390656)"
804,quarantine,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,"call (3.569000005722046), claim (1.8179999589920044), stop (1.156000018119812), won (1.065999984741211), free (0.7990000247955322), or (0.6159999966621399), you (0.3569999933242798), me (0.35600000619888306), 18 (0.18199999630451202), my (0.16500000655651093)"
